Time,Qubit 0,Qubit 1
0.0,1.0,1.0
0.10101010101010101,0.9805991792344724,0.9805991792344724
0.20202020202020202,0.9286547574149434,0.9286547574149434
0.30303030303030304,0.8573269658703263,0.8573269658703263
0.40404040404040403,0.7822559229007526,0.7822559229007524
0.5050505050505051,0.718301969049844,0.718301969049844
0.6060606060606061,0.6767501025877316,0.6767501025877316
0.7070707070707071,0.6634742742083246,0.6634742742083246
0.8080808080808081,0.6783223162653593,0.6783223162653593
0.9090909090909091,0.7157242144818319,0.7157242144818319
1.0101010101010102,0.7662883337232329,0.7662883337232329
1.1111111111111112,0.8189826815581527,0.8189826815581527
1.2121212121212122,0.8634245330624373,0.8634245330624373
1.3131313131313131,0.891822360583416,0.891822360583416
1.4141414141414141,0.9002323333237185,0.9002323333237185
1.5151515151515151,0.8889504301123748,0.8889504301123748
1.6161616161616161,0.8620478430939206,0.8620478430939206
1.7171717171717171,0.8262215702202967,0.8262215702202967
1.8181818181818181,0.7892495676702724,0.7892495676702724
1.9191919191919191,0.7583831804409628,0.7583831804409628
2.0202020202020203,0.7389981813560476,0.7389981813560476
2.121212121212121,0.7337358115468644,0.7337358115468644
2.2222222222222223,0.742255627330965,0.742255627330965
2.323232323232323,0.7615877046431845,0.7615877046431845
2.4242424242424243,0.7869591162418681,0.7869591162418681
2.525252525252525,0.8128886635237501,0.8128886635237501
2.6262626262626263,0.8343143176169558,0.8343143176169558
2.727272727272727,0.8475301305467264,0.8475301305467264
2.8282828282828283,0.8507722530764832,0.8507722530764832
2.929292929292929,0.8443725534423758,0.8443725534423758
3.0303030303030303,0.8304936185101421,0.8304936185101421
3.131313131313131,0.8125349150861639,0.8125349150861642
3.2323232323232323,0.7943573612317307,0.7943573612317307
3.3333333333333335,0.7794932483794517,0.7794932483794517
3.4343434343434343,0.7704952008044896,0.7704952008044896
3.5353535353535355,0.7685378637241319,0.7685378637241319
3.6363636363636362,0.7733226730356865,0.7733226730356865
3.7373737373737375,0.783277679663786,0.783277679663786
3.8383838383838382,0.7959831811015488,0.7959831811015488
3.9393939393939394,0.8087207886625798,0.8087207886625798
4.040404040404041,0.8190270891306286,0.8190270891306286
4.141414141414141,0.8251447320604377,0.8251447320604377
4.242424242424242,0.8262946821701815,0.8262946821701815
4.343434343434343,0.8227319752811284,0.8227319752811284
4.444444444444445,0.8155975437679718,0.8155975437679718
4.545454545454545,0.8066128048427045,0.8066128048427045
4.646464646464646,0.7976908802596197,0.7976908802596197
4.747474747474747,0.7905491023482655,0.7905491023482655
4.848484848484849,0.7863959890909009,0.7863959890909009
4.94949494949495,0.7857466221298477,0.7857466221298477
5.05050505050505,0.7883897689265373,0.7883897689265373
5.151515151515151,0.793498546000677,0.793498546000677
5.252525252525253,0.7998492459362412,0.7998492459362412
5.353535353535354,0.8060957031591659,0.8060957031591659
5.454545454545454,0.8110415672258233,0.8110415672258233
5.555555555555555,0.813856361247913,0.813856361247913
5.656565656565657,0.8142011770142127,0.8142011770142127
5.757575757575758,0.8122466844147646,0.8122466844147646
5.858585858585858,0.8085913793664915,0.8085913793664915
5.959595959595959,0.8041047700870219,0.8041047700870219
6.0606060606060606,0.7997331400361185,0.7997331400361185
6.161616161616162,0.7963100371108339,0.7963100371108339
6.262626262626262,0.7944055096847439,0.7944055096847439
6.363636363636363,0.7942415529422441,0.7942415529422441
6.4646464646464645,0.7956825576899366,0.7956825576899366
6.565656565656566,0.7982960835102665,0.7982960835102665
6.666666666666667,0.8014650663318856,0.8014650663318856
6.767676767676767,0.8045237516767613,0.8045237516767613
6.8686868686868685,0.8068913219585109,0.8068913219585109
6.96969696969697,0.8081767376668207,0.8081767376668207
7.070707070707071,0.8082355856413939,0.8082355856413939
7.171717171717171,0.8071744579616875,0.8071744579616875
7.2727272727272725,0.8053059913336765,0.8053059913336765
7.373737373737374,0.8030689526531896,0.8030689526531896
7.474747474747475,0.8009310558880032,0.8009310558880032
7.575757575757575,0.7992958679405157,0.7992958679405157
7.6767676767676765,0.7984311340152682,0.7984311340152682
7.777777777777778,0.7984298510975456,0.7984298510975456
7.878787878787879,0.7992092813335134,0.7992092813335134
7.979797979797979,0.8005437252376039,0.8005437252376039
8.080808080808081,0.8021220203040961,0.8021220203040961
8.181818181818182,0.8036156159566872,0.8036156159566872
8.282828282828282,0.804744118348652,0.804744118348652
8.383838383838384,0.8053244804629953,0.8053244804629953
8.484848484848484,0.8052972757792601,0.8052972757792601
8.585858585858587,0.8047261285562771,0.8047261285562771
8.686868686868687,0.8037737609800385,0.8037737609800385
8.787878787878787,0.8026607957325098,0.8026607957325098
8.88888888888889,0.8016177978521505,0.8016177978521505
8.98989898989899,0.8008395833582783,0.8008395833582783
9.09090909090909,0.8004510806834233,0.8004510806834233
9.191919191919192,0.8004899106979596,0.8004899106979596
9.292929292929292,0.8009074963813628,0.8009074963813628
9.393939393939394,0.8015867209152195,0.8015867209152195
9.494949494949495,0.8023711674580051,0.8023711674580051
9.595959595959595,0.8030991586858865,0.8030991586858865
9.696969696969697,0.803635395639063,0.803635395639063
9.797979797979798,0.8038947190259709,0.8038947190259709
9.8989898989899,0.8038536158280262,0.8038536158280262
10.0,0.8035489241016757,0.8035489241016757
